streamid,region_survey
660,Central Coast
661,Skeena
662,Central Coast
663,Central Coast
664,Central Coast
665,Central Coast
666,Central Coast
667,Central Coast
668,Central Coast
669,Central Coast
670,Central Coast
671,Central Coast
672,Central Coast
673,Central Coast
674,Central Coast
675,Central Coast
676,Central Coast
677,Central Coast
678,Central Coast
679,Central Coast
680,Skeena
681,Skeena
682,Skeena
683,Skeena
684,Skeena
685,Central Coast
686,Haida Gwaii
687,Vancouver Island & Mainland Inlets
688,Vancouver Island & Mainland Inlets
689,Vancouver Island & Mainland Inlets
690,Yukon
691,Yukon
692,Yukon
693,Yukon
694,Yukon
695,Yukon
696,Yukon
697,Yukon
698,Fraser
699,Yukon
700,Yukon
701,Vancouver Island & Mainland Inlets
702,Vancouver Island & Mainland Inlets
703,Haida Gwaii
704,Haida Gwaii
705,Nass
706,Nass
707,Nass
708,Nass
709,Nass
710,Skeena
711,Haida Gwaii
712,Haida Gwaii
713,Vancouver Island & Mainland Inlets
714,Vancouver Island & Mainland Inlets
715,Vancouver Island & Mainland Inlets
716,Vancouver Island & Mainland Inlets
717,Vancouver Island & Mainland Inlets
718,Vancouver Island & Mainland Inlets
719,Central Coast
720,Vancouver Island & Mainland Inlets
721,Skeena
722,Vancouver Island & Mainland Inlets
723,Central Coast
724,Central Coast
725,Vancouver Island & Mainland Inlets
726,Vancouver Island & Mainland Inlets
727,Vancouver Island & Mainland Inlets
728,Vancouver Island & Mainland Inlets
729,Fraser
730,Fraser
731,Central Coast
732,Vancouver Island & Mainland Inlets
733,Fraser
734,Central Coast
735,Vancouver Island & Mainland Inlets
736,Vancouver Island & Mainland Inlets
737,Vancouver Island & Mainland Inlets
738,Fraser
739,Vancouver Island & Mainland Inlets
740,Fraser
741,Fraser
742,Fraser
743,Fraser
744,Fraser
745,Fraser
746,Fraser
747,Fraser
748,Fraser
749,Fraser
750,Fraser
751,Fraser
752,Fraser
753,Fraser
754,Fraser
755,Fraser
756,Fraser
757,Fraser
758,Fraser
759,Fraser
760,Fraser
761,Fraser
762,Fraser
763,Fraser
764,Fraser
765,Fraser
766,Fraser
767,Fraser
768,Fraser
769,Fraser
770,Fraser
771,Fraser
772,Fraser
773,Fraser
774,Fraser
775,Fraser
776,Fraser
777,Fraser
778,Fraser
779,Fraser
780,Fraser
781,Fraser
782,Fraser
783,Fraser
784,Fraser
785,Fraser
786,Fraser
787,Fraser
788,Fraser
789,Fraser
790,Fraser
791,Fraser
792,Fraser
793,Fraser
794,Fraser
795,Fraser
796,Fraser
797,Fraser
798,Fraser
799,Fraser
800,Fraser
801,Fraser
802,Fraser
803,Skeena
804,Skeena
805,Skeena
806,Skeena
807,Skeena
808,Skeena
809,Skeena
810,Skeena
811,Skeena
812,Skeena
813,Skeena
814,Skeena
815,Skeena
816,Skeena
817,Skeena
818,Fraser
819,Fraser
820,Fraser
821,Fraser
822,Fraser
823,Fraser
824,Fraser
825,Fraser
826,Fraser
827,Fraser
828,Fraser
829,Fraser
830,Fraser
831,Fraser
832,Fraser
833,Fraser
834,Fraser
835,Fraser
836,Fraser
837,Fraser
838,Fraser
839,Fraser
840,Fraser
841,Fraser
842,Fraser
843,Fraser
844,Fraser
845,Fraser
846,Fraser
847,Fraser
848,Fraser
849,Fraser
850,Fraser
851,Fraser
852,Skeena
853,Vancouver Island & Mainland Inlets
854,Nass
855,Nass
856,Nass
857,Nass
858,Nass
859,Nass
860,Nass
861,Nass
862,Nass
863,Nass
864,Nass
865,Nass
866,Nass
867,Nass
868,Nass
869,Nass
870,Nass
871,Nass
872,Nass
873,Nass
874,Nass
875,Nass
876,Central Coast
877,Vancouver Island & Mainland Inlets
878,Central Coast
879,Skeena
880,Skeena
881,Skeena
882,Skeena
883,Skeena
884,Skeena
885,Skeena
886,Skeena
887,Skeena
888,Skeena
889,Skeena
890,Skeena
891,Skeena
892,Skeena
893,Skeena
894,Skeena
895,Skeena
896,Skeena
897,Skeena
898,Skeena
899,Skeena
900,Skeena
901,Vancouver Island & Mainland Inlets
902,Vancouver Island & Mainland Inlets
903,Vancouver Island & Mainland Inlets
904,Vancouver Island & Mainland Inlets
905,Vancouver Island & Mainland Inlets
906,Vancouver Island & Mainland Inlets
907,Vancouver Island & Mainland Inlets
908,Vancouver Island & Mainland Inlets
909,Vancouver Island & Mainland Inlets
910,Vancouver Island & Mainland Inlets
911,Vancouver Island & Mainland Inlets
912,Vancouver Island & Mainland Inlets
913,Vancouver Island & Mainland Inlets
914,Vancouver Island & Mainland Inlets
915,Vancouver Island & Mainland Inlets
916,Vancouver Island & Mainland Inlets
917,Vancouver Island & Mainland Inlets
918,Vancouver Island & Mainland Inlets
919,Vancouver Island & Mainland Inlets
920,Vancouver Island & Mainland Inlets
921,Vancouver Island & Mainland Inlets
922,Vancouver Island & Mainland Inlets
923,Vancouver Island & Mainland Inlets
924,Vancouver Island & Mainland Inlets
925,Vancouver Island & Mainland Inlets
926,Vancouver Island & Mainland Inlets
927,Vancouver Island & Mainland Inlets
928,Vancouver Island & Mainland Inlets
929,Vancouver Island & Mainland Inlets
930,Vancouver Island & Mainland Inlets
931,Vancouver Island & Mainland Inlets
932,Vancouver Island & Mainland Inlets
933,Vancouver Island & Mainland Inlets
934,Vancouver Island & Mainland Inlets
935,Vancouver Island & Mainland Inlets
936,Vancouver Island & Mainland Inlets
937,Vancouver Island & Mainland Inlets
938,Vancouver Island & Mainland Inlets
939,Vancouver Island & Mainland Inlets
940,Vancouver Island & Mainland Inlets
941,Vancouver Island & Mainland Inlets
942,Vancouver Island & Mainland Inlets
943,Vancouver Island & Mainland Inlets
944,Vancouver Island & Mainland Inlets
945,Vancouver Island & Mainland Inlets
946,Vancouver Island & Mainland Inlets
947,Vancouver Island & Mainland Inlets
948,Vancouver Island & Mainland Inlets
949,Vancouver Island & Mainland Inlets
950,Vancouver Island & Mainland Inlets
951,Vancouver Island & Mainland Inlets
952,Vancouver Island & Mainland Inlets
953,Skeena
954,Skeena
955,Skeena
956,Skeena
957,Skeena
958,Skeena
959,Skeena
960,Skeena
961,Vancouver Island & Mainland Inlets
962,Vancouver Island & Mainland Inlets
963,Vancouver Island & Mainland Inlets
964,Vancouver Island & Mainland Inlets
965,Vancouver Island & Mainland Inlets
966,Vancouver Island & Mainland Inlets
967,Vancouver Island & Mainland Inlets
968,Vancouver Island & Mainland Inlets
969,Vancouver Island & Mainland Inlets
970,Vancouver Island & Mainland Inlets
971,Vancouver Island & Mainland Inlets
972,Vancouver Island & Mainland Inlets
973,Vancouver Island & Mainland Inlets
974,Vancouver Island & Mainland Inlets
975,Vancouver Island & Mainland Inlets
976,Vancouver Island & Mainland Inlets
977,Vancouver Island & Mainland Inlets
978,Vancouver Island & Mainland Inlets
979,Vancouver Island & Mainland Inlets
980,Vancouver Island & Mainland Inlets
981,Vancouver Island & Mainland Inlets
982,Vancouver Island & Mainland Inlets
983,Vancouver Island & Mainland Inlets
984,Vancouver Island & Mainland Inlets
985,Central Coast
986,Central Coast
987,Central Coast
988,Central Coast
989,Central Coast
990,Central Coast
991,Central Coast
992,Central Coast
993,Central Coast
994,Central Coast
995,Vancouver Island & Mainland Inlets
996,Fraser
997,Fraser
998,Fraser
999,Fraser
1000,Vancouver Island & Mainland Inlets
1001,Vancouver Island & Mainland Inlets
1002,Vancouver Island & Mainland Inlets
1003,Vancouver Island & Mainland Inlets
1004,Vancouver Island & Mainland Inlets
1005,Vancouver Island & Mainland Inlets
1006,Vancouver Island & Mainland Inlets
1007,Vancouver Island & Mainland Inlets
1008,Vancouver Island & Mainland Inlets
1009,Vancouver Island & Mainland Inlets
1010,Vancouver Island & Mainland Inlets
1011,Vancouver Island & Mainland Inlets
1012,Vancouver Island & Mainland Inlets
1013,Vancouver Island & Mainland Inlets
1014,Vancouver Island & Mainland Inlets
1015,Vancouver Island & Mainland Inlets
1016,Vancouver Island & Mainland Inlets
1017,Vancouver Island & Mainland Inlets
1018,Vancouver Island & Mainland Inlets
1019,Vancouver Island & Mainland Inlets
1020,Vancouver Island & Mainland Inlets
1021,Vancouver Island & Mainland Inlets
1022,Vancouver Island & Mainland Inlets
1023,Vancouver Island & Mainland Inlets
1024,Vancouver Island & Mainland Inlets
1025,Vancouver Island & Mainland Inlets
1026,Vancouver Island & Mainland Inlets
1027,Vancouver Island & Mainland Inlets
1028,Vancouver Island & Mainland Inlets
1029,Vancouver Island & Mainland Inlets
1030,Vancouver Island & Mainland Inlets
1031,Vancouver Island & Mainland Inlets
1032,Vancouver Island & Mainland Inlets
1033,Vancouver Island & Mainland Inlets
1034,Vancouver Island & Mainland Inlets
1035,Vancouver Island & Mainland Inlets
1036,Vancouver Island & Mainland Inlets
1037,Vancouver Island & Mainland Inlets
1038,Vancouver Island & Mainland Inlets
1039,Vancouver Island & Mainland Inlets
1040,Vancouver Island & Mainland Inlets
1041,Vancouver Island & Mainland Inlets
1042,Vancouver Island & Mainland Inlets
1043,Vancouver Island & Mainland Inlets
1044,Vancouver Island & Mainland Inlets
1045,Vancouver Island & Mainland Inlets
1046,Vancouver Island & Mainland Inlets
1047,Vancouver Island & Mainland Inlets
1048,Vancouver Island & Mainland Inlets
1049,Vancouver Island & Mainland Inlets
1050,Vancouver Island & Mainland Inlets
1051,Vancouver Island & Mainland Inlets
1052,Vancouver Island & Mainland Inlets
1053,Vancouver Island & Mainland Inlets
1054,Vancouver Island & Mainland Inlets
1055,Vancouver Island & Mainland Inlets
1056,Vancouver Island & Mainland Inlets
1057,Vancouver Island & Mainland Inlets
1058,Vancouver Island & Mainland Inlets
1059,Central Coast
1060,Central Coast
1061,Central Coast
1062,Central Coast
1063,Central Coast
1064,Central Coast
1065,Central Coast
1066,Central Coast
1067,Central Coast
1068,Central Coast
1069,Central Coast
1070,Central Coast
1071,Central Coast
1072,Central Coast
1073,Central Coast
1074,Central Coast
1075,Central Coast
1076,Central Coast
1077,Central Coast
1078,Central Coast
1079,Central Coast
1080,Central Coast
1081,Central Coast
1082,Central Coast
1083,Central Coast
1084,Central Coast
1085,Central Coast
1086,Central Coast
1087,Central Coast
1088,Central Coast
1089,Central Coast
1090,Central Coast
1091,Central Coast
1092,Central Coast
1093,Central Coast
1094,Central Coast
1095,Central Coast
1096,Vancouver Island & Mainland Inlets
1097,Vancouver Island & Mainland Inlets
1098,Vancouver Island & Mainland Inlets
1099,Vancouver Island & Mainland Inlets
1100,Vancouver Island & Mainland Inlets
1101,Vancouver Island & Mainland Inlets
1102,Vancouver Island & Mainland Inlets
1103,Vancouver Island & Mainland Inlets
1104,Vancouver Island & Mainland Inlets
1105,Vancouver Island & Mainland Inlets
1106,Vancouver Island & Mainland Inlets
1107,Vancouver Island & Mainland Inlets
1108,Vancouver Island & Mainland Inlets
1109,Vancouver Island & Mainland Inlets
1110,Vancouver Island & Mainland Inlets
1111,Vancouver Island & Mainland Inlets
